frame,x,y,z,x_rot,y_rot,z_rot
163,0.0,12.211054801940918,0.0,1.5707963705062866,-0.0,1.5707963705062866
164,0.0,12.286432266235352,0.0,1.5707963705062866,-0.0,1.5707963705062866
165,0.0,12.361808776855469,0.0,1.5707963705062866,-0.0,1.5707963705062866
166,0.0,12.437186241149902,0.0,1.5707963705062866,-0.0,1.5707963705062866
167,0.0,12.51256275177002,0.0,1.5707963705062866,-0.0,1.5707963705062866
168,0.0,12.587939262390137,0.0,1.5707963705062866,-0.0,1.5707963705062866
169,0.0,12.66331672668457,0.0,1.5707963705062866,-0.0,1.5707963705062866
170,0.0,12.738693237304688,0.0,1.5707963705062866,-0.0,1.5707963705062866
171,0.0,12.814070701599121,0.0,1.5707963705062866,-0.0,1.5707963705062866
172,0.0,12.889447212219238,0.0,1.5707963705062866,-0.0,1.5707963705062866
173,0.0,12.964823722839355,0.0,1.5707963705062866,-0.0,1.5707963705062866
174,0.0,13.040201187133789,0.0,1.5707963705062866,-0.0,1.5707963705062866
175,0.0,13.115577697753906,0.0,1.5707963705062866,-0.0,1.5707963705062866
176,0.0,13.19095516204834,0.0,1.5707963705062866,-0.0,1.5707963705062866
177,0.0,13.266331672668457,0.0,1.5707963705062866,-0.0,1.5707963705062866
178,0.0,13.341708183288574,0.0,1.5707963705062866,-0.0,1.5707963705062866
179,0.0,13.417085647583008,0.0,1.5707963705062866,-0.0,1.5707963705062866
180,0.0,13.492462158203125,0.0,1.5707963705062866,-0.0,1.5707963705062866
181,0.0,13.567839622497559,0.0,1.5707963705062866,-0.0,1.5707963705062866
182,0.0,13.643216133117676,0.0,1.5707963705062866,-0.0,1.5707963705062866
183,0.0,13.718592643737793,0.0,1.5707963705062866,-0.0,1.5707963705062866
184,0.0,13.793970108032227,0.0,1.5707963705062866,-0.0,1.5707963705062866
185,0.0,13.869346618652344,0.0,1.5707963705062866,-0.0,1.5707963705062866
186,0.0,13.944724082946777,0.0,1.5707963705062866,-0.0,1.5707963705062866
187,0.0,14.020100593566895,0.0,1.5707963705062866,-0.0,1.5707963705062866
188,0.0,14.095477104187012,0.0,1.5707963705062866,-0.0,1.5707963705062866
189,0.0,14.170854568481445,0.0,1.5707963705062866,-0.0,1.5707963705062866
190,0.0,14.246231079101562,0.0,1.5707963705062866,-0.0,1.5707963705062866
191,0.0,14.32160758972168,0.0,1.5707963705062866,-0.0,1.5707963705062866
192,0.0,14.396985054016113,0.0,1.5707963705062866,-0.0,1.5707963705062866
193,0.0,14.47236156463623,0.0,1.5707963705062866,-0.0,1.5707963705062866
194,0.0,14.547739028930664,0.0,1.5707963705062866,-0.0,1.5707963705062866
195,0.0,14.623115539550781,0.0,1.5707963705062866,-0.0,1.5707963705062866
196,0.0,14.698492050170898,0.0,1.5707963705062866,-0.0,1.5707963705062866
197,0.0,14.773869514465332,0.0,1.5707963705062866,-0.0,1.5707963705062866
198,0.0,14.84924602508545,0.0,1.5707963705062866,-0.0,1.5707963705062866
199,0.0,14.924623489379883,0.0,1.5707963705062866,-0.0,1.5707963705062866
200,0.0,15.0,0.0,1.5707963705062866,-0.0,1.5707963705062866
